topic,FREX,DS_RESUMO,document
35,"dac, cortical, memoria, cortex, cruz, labirinto, alastrante, cerebral, aberto, propagacao",depressao alastrante cortical dac potenciacao longa duracao ltp fenomenos neurais relacionados excitabilidade cerebro recentemente descrevemos potenciacao atividade eletrica cortical espontanea eletrocorticograma  ecog in vivo ratos machos adultos sido submetidos dac souza et al 2011 exp brain res v 214 p 463469 entanto informacoes disponiveis sobre efeito cerebro feminino hormonios ovarianos papel importante excitabilidade cerebral provocando aumento significante inducao dac ltp condicoes favoraveis desfavoraveis lactacao podem influenciar desenvolvimento parametros eletrofisiologicos cerebrais neste trabalho investigou influencia genero machos versus femeas distintas condicoes lactacao grandes ninhadas versus pequenas sobre potenciacao atividade eletrica cortex cerebral dependente dac ratos_wistar adultos machos m femeas f amamentados ninhadas 6 12 filhotes grupos l6 l12 10m 13f cada condicao lactacao 90 120 dias idade registrado ecog duas regioes parietais anterior posterior p periodo continuo quatro horas duas primeiras horas registro transcorreram dac deflagrada periodo basal duas horas finais dac deflagrada cada 20 30min estimulacao kcl 2 periodo dac amostras registros papel digitalizadas cada hora analisadas meio algoritmo especifico amplitudes ecog convertidas unidades relativas comparadas animal antes apos presenca dac base analisar ocorrencia potenciacao atividade eletrica espontanea dois grupos controle animais l6 ambos_sexos denominados dac¯ dac+ acrescentados estudo 10 machos 7 femeas cada grupo grupos dac+ dac deflagrada 3 ultimas horas registro verificar maior periodo estimulacao modificou padrao amplitudes ecog grupos dac¯ 4 horas registro transcorreram deflagracao dac determinar tempo registro  dac  influenciou mudancas amplitudes ecog comparacao valores basais amplitudes periodo dac aumentaram significantemente p<0 05 teste_t_pareado ponto grupos l6m l6f l12m l12f aumentos 19 38 ponto p apenas grupos l12 aumentos 22 50 machos femeas respectivamente grupos dac+ apresentaram aumento significante amplitudes ecog ponto aumentos 27 34 machos femeas respectivamente grupos dac¯ quais provocou dac apresentaram amplitudes semelhantes durante 4 horas registro resultados 1 indicam rato dac potencia atividade eletrica cortical in vivo sugerindo efeito semelhante ltp 2 corroboram existencia diferencas regionais tecido cortical quanto potenciacao 3 sugerem potenciacao modulada interacao genero condicao lactacao palavras chave depressao alastrante atividade eletrica cortical genero condicoes lactacao potenciacao longa duracao,280
35,"dac, cortical, memoria, cortex, cruz, labirinto, alastrante, cerebral, aberto, propagacao",cafeina 1 3 7 trimetilxantina psico estimulante parece agir atraves receptores adenosina a1 a2 receptores dopamina d2 supoe administracao possa influenciar excitabilidade cerebral neste estudo avaliou acao cafeina sobre comportamento semelhante ansiedade sobre depressao alastrante cortical dac tres grupos ratos receberam cafeina gavagem doses 15mg kg dia 30mg kg dia 45mg kg dia 7º 27º dia vida pos natal grupos caf15 caf30 caf45 dois grupos controle receberam gavagem veiculo v receberam qualquer tratamento ingenuo pesos corporais registrados dias 7 14 21 28 dia registro dac 28 dias vida animais submetidos teste comportamental labirinto cruz elevado 30 dias teste campo aberto 35 dias submetidos registro dac outro grupo animais jovens 31 40 dias vida submetido aplicacao topica cortical solucao cafeina 15mg ml durante sessao registro dac testes comportamentais sugeriram efeito ansiolitico cafeina tempo cada entrada aumentou forma dose dependente animais tratados cafeina labirinto cruz elevado campo aberto valores significativamente maiores grupo caf45 comparacao grupo ingenuo 28 dias vida grupos caf30 caf45 apresentaram pesos corporais menores respectivamente 64 6+ 4 0g 58 9+ 3 8g comparacao grupos ingenuo 73 6+ 5 5g veiculo 72+ 3 7g caf15 70 5+ 4 5g lce numero comportamento levantar significativamente menor grupo caf45 relacao grupos controles numero desse comportamento grupos ingenuo veiculo caf15 caf30 caf45 respectivamente 10 6+ 1 4 10 8+ 1 2 9 5+ 1 3 8 8+ 0 9 6 9+ 1 4 p<0 05 campo aberto numero comportamento levantar significativamente menor grupo caf45 relacao grupos controles caf15 numero comportamento levantar grupos ingenuo veiculo caf15 caf30 caf45 respectivamente 9 5+ 1 4 9 8+ 1 4 7 5+ 1 2 6 6+ 1 4 4 8+ 0 9 p<0 05 35 dias vida grupos caf30 caf45 apresentaram pesos corporais menores respectivamente 103 3 + 7 8 g 99 4 + 6 4 g comparados grupos v 124 2+ 7 1 g ingenuo 120 9+ 9 5 g caf15 122 4 + 12 9 g p < 0 05 dac grupos tratados cafeina velocidades mm min maiores caf15 = 4 06+ 0 10 caf30 = 4 18 + 0 18 caf45 = 4 74+ 0 18 controles ingenuo = 3 93+ 0 10 v = 3 92+ 0 16 p<0 05 aplicacao topica cafeina aumentou velocidade amplitude dac reduziu duracao resultados indicam administracao cafeina durante periodo critico desenvolvimento impacto sobre comportamento ansiedade reduzindo aumenta velocidade propagacao dac sugerindo portanto importante papel cafeina excitabilidade cerebral,2057
35,"dac, cortical, memoria, cortex, cruz, labirinto, alastrante, cerebral, aberto, propagacao",resumo lectina concanavalina cona obtida sementes canavalia ensiformis proteina liga especificamente manose glicose estruturas complexas receptores celulares contenham residuos expostos desses carboidratos lectina possui varias atividades biologicas incluindo modulacao propriedades imunologicas electrofisiologicos cerebro presente estudo caracterizada acao cona sobre fenomeno dependente excitabilidade cerebral conhecido depressao alastrante cortical dac estudou imunomarcacao microglia anticorpo policlonal contra proteina iba1 ionized calcium binding adaptor molecule 1 ratos_wistar_machos n = 89 amamentados condicoes favoraveis desfavoraveis lactacao representadas respectivamente ninhadas 6 7 filhotes grupo n6 12 14 filhotes grupos n12 5º 24º dia pos natal tratados via intraperitoneal 1 mg kg 10 mg kg cona grupos l1 l10 respectivamente solucao salina nacl 0 9 grupo sal nenhum tratamento grupo ingenuo 90 120 dias idade dac quimicamente induzida cortex frontal registrada dois pontos regiao parietal durante 4 h parametros velocidade propagacao amplitude duracao ondas mensurados apos registro dac cerebros perfundidos fixados seguidos seccoes cerebrais reacao anticorpos anti iba1 quantificacao imunomarcacao microglia grupos n12 apresentaram maior velocidade propagacao dac grupos n6 ambas condicoes lactacao tratamento sistemico cona resultou diminuicao significativa dose dependente velocidade propagacao dac p < 0 05 comparacao grupos controle salina ingenuo amplitude duracao componente negativo variacao lenta voltagem dac permaneceram inalterados grupo adicional ratos adultos aplicacao topica cona superficie cortical reduziu reversivelmente velocidade propagacao dac imunorreatividade microglia avaliada cortex hipocampo menor grupos tratados cona comparacao respectivos controles hemisferio cerebral dac repetidamente induzida apresentou maior imunorreatividade comparacao hemisferio oposto principalmente cortex podemos concluir atenuacao propagacao dac diminuicao imunorreatividade microglia ratos adultos decorrencia aplicacao lectina cona 1 mg kg 10 mg kg durante periodo lactacao fase grande plasticidade neurogenese indicam lectina pode influenciar desenvolvimento cerebral acao protetora duradoura cerebro ratos acao dificultada condicao desfavoravel lactacao desse modo lectina cona apresentou proteina potencial acao protetora cerebro julgar efeitos sobre dac sobre reacao microglial palavras chave lectina cona eletrofisiologia cerebral estado_nutricional microglia depressao alastrante cortical imunomarcacao iba1,1120
35,"dac, cortical, memoria, cortex, cruz, labirinto, alastrante, cerebral, aberto, propagacao",resumo exercicio_fisico suplementacao aminoacidos durante desenvolvimento fatores podem promover mudancas longo prazo eletrofisiologia cerebro dissertacao originou artigo intitulado differential effects of physical exercise and l arginine on cortical spreading depression in developing rats atualmente submetido publicacao apresentado paginas 25 45 objetivo verificar efeito administracao l arginina exercicio_fisico durante periodo critico desenvolvimento cerebro sobre depressao alastrante cortical dac ratos machos wistar receberam gavagem 300mg kg dia l arginina grupo ar n = 40 300mg kg dia l histidina grupo histidina n = 07 agua destilada veiculo grupo ag n = 40 durante 7 35 dias pos natal partir 15º 35º dia vida metade animais condicao supracitada realizaram exercicio_fisico esteira durante 20 minutos 5 secoes semanais grupos are age outra metade colocada esteira igual periodo entanto mesma desligada animais exercitados grupos arne agne comparacao animais atingiram 35 45 dias grupos jovens 90 120 dias idade adultos dac registrada durante 4 horas dois pontos corticais parietais hemisferio direito velocidade propagacao mm min calculada medindo tempo gasto onda dac atravessar distancia eletrodos ratos are aumento peso_corporal peso cerebro idade adulta comparacao arne p <0 05 duas faixas idades jovens adultos l arginina aumentou enquanto exercicio diminuiu velocidades propagacao dac animais l histidina apresentaram valores propagacao dac 3 54+ 0 14mm min semelhantes animais agne media+ d p velocidades grupos jovens 3 80+ 0 45 4 47+ 0 47 respectivamente are arne 3 57+ 0 34 3 86+ 0 32 age eagne grupos adultos 3 85+ 0 38 4 59+ 0 36 are arne respectivamente 3 03+ 0 20 3 40+ 0 16 age eagne conclui acoes suplementacao l arginina exercicio_fisico sobre dac diferentes interagem si dose usada neste trabalho provavelmente dependem mudancas plasticidade associada tratamentos durante desenvolvimento cerebral palavras chave desenvolvimento cerebral depressao alastrante cortical l arginina oxido nitrico exercicio_fisico,25
35,"dac, cortical, memoria, cortex, cruz, labirinto, alastrante, cerebral, aberto, propagacao",aminoacido glutamina gln precursor neurotransmissores cerebrais glutamato gaba aumento disponibilidade pode modular excitabilidade cerebral objetivo deste trabalho descrever efeitos tratamento diferentes doses gln durante desenvolvimento cerebral sobre comportamento ansiedade depressao alastrante cortical dac ativacao microglia cortex ratos recem desmamados d adultos animais amamentados ninhadas 9 l9 lactacao normal 15 filhotes l15 lactacao desfavoravel 7º 27º dia vida pos natal p7 p27 filhotes machos receberam gavagem 250 500 750 mg kg dia gln grupos gln250 gln500 gln750 respectivamente grupos controles formados animais receberam veiculo agua destilada gln dissolvida gavagem animais receberam gavagem grupo ingenuo p28 p30 d p88 p90 animais submetidos testes comportamentos sugestivos ansiedade labirinto cruz elevado lce campo aberto p30 35 d p90 120 registrou dac obtendo dados velocidade propagacao duracao amplitude seguida cerebros alguns animais processados imunomarcacao anticorpos anti iba1 especificos microglia grupo d ratos tratados gln apresentaram comportamento menos ansioso tanto lce quanto campo aberto efeito ansiolitico gln evidente animais condicao l15 idade adulta grupos gln500 gln750 condicao l15 percorreram maior distancia apresentaram menor tempo imobilidade lce relacao dac animais condicao l15 apresentaram maior velocidade propagacao correspondentes l9 excecao grupo gln250 condicao l15 idade adulta todos grupos tratados gln apresentaram maior velocidade propagacao comparados respectivos controles alem disso efeito acelerador dependente dose vez grupos gln500 gln750 apresentaram maiores velocidades propagacao correspondentes gln250 quanto reacao microglia animais tratados gln apresentaram maior imunorreatividade tanto cortex parietal quanto hipocampo grupos d animais condicao l9 imunorreatividade microglia percentual area marcada maiores grupo gln500 grupo gln250 partir desses resultados sugere tratamento gln durante periodo neonatal module excitabilidade cerebral resultando alteracoes eletrofisiologicas comportamentais imunohistoquimicas descritas neste estudo alteracoes persistem idade adulta dependentes dose condicao nutricional animal,1719
36,"cafeina, pla, exaustao, corredores, corrida, beterraba, vo2, nitrato, placebo, aerobia",introducao presente estudo investigou suplementacao cafeina 4 dias tolerancia efeitos ergogenicos promovidos ingestao aguda parametros fisiologicos metabolicos performance cafeina 1 3 7 trimetilxantina sido descrita recurso ergogenico licito capaz aumentar performance ciclistas entanto recomendacoes atuais abordam impacto consumo usual cafeina bem suplementacao durante dias consecutivos poderia gerar tolerancia efeitos ergogenicos promovidos ingestao aguda objetivo presente estudo investigou suplementacao cafeina 4 dias induziria tolerancia efeitos ergogenicos promovidos ingestao aguda parametros fisiologicos metabolicos desempenho ciclistas metodos selecionados 14 ciclistas sexo_masculino classificados atletas recreativos idade 34 1+ 4 3 anos massa_corporal 79 1+ 11 8 kg estatura 178+ 0 09 cm indice_massa_corporal 24 6+ 2 07 kg m2 consumo maximo o2 51 5+ 6 3 ml kg 1 min 1 volume treinamento 202+ 83 km semana consumo cafeina 285 31+ 130 34 mg dia completaram 4 sessoes experimentais ciclistas submetidos protocolo contrarrelogio 16 km utilizando carga 50 398 9+ 35 10 watts max potencia maxima saida alcancada avaliacao cardioventilatorio maxima realizado experimento randomizado_duplo_cego placebo controlado cruzado envolvendo quatro ensaios experimentais placebo 4 dias placebo agudo pp placebo 4 dias cafeina agudo pc cafeina 4 dias cafeina aguda cc cafeina 4 dias placebo agudo cp ciclistas ingeriram capsulas placebo cafeina 6 mg kg 1 4 dias dia 5 agudo capsulas placebo cafeina 6 mg kg 1 ingeridas 60 minutos antes completar contra relogio 16 km tt laboratorio resultados ensaios cc pc mostraram melhorias tempo 3 54 effect size = 0 72 2 53 effect size = 0 51 potencia saida 2 85 effect size = 0 25 2 53 effect size = 0 20 p lt 0 05 comparados condicoes cp pp respectivamente efeitos acompanhados aumento frequencia_cardiaca 2 63 effect size = 0 47 1 99 effect size = 0 34 volume minuto 13 11 effect size = 0 61 16 32 effect size = 0 75 fracao expirada o2 3 29 effect size = 0 34 = 0 96 2 87 effect size = 0 72 concentracao lactato sangue imediatamente apos 29 51 effect size = 0 78 28 21 effect size = 0 73 apos recuperacao 10 min 36 01 effect size = 0 84 31 22 effect size = 0 81 reducao fracao expirada co2 7 64 effect size = 0 64 7 75 effect size = 0 56 conclusao resultados indicam cafeina ingerida ciclistas dose 6 mg kg 1 4 dias induz tolerancia efeitos ergogenicos promovidos ingestao aguda parametros fisiologicos metabolicos performance,3701
36,"cafeina, pla, exaustao, corredores, corrida, beterraba, vo2, nitrato, placebo, aerobia",nitrato no3 vem consolidando ergogenico capaz otimizar desempenho esportivo principalmente individuos treinados tal efeito contribui maior sustentacao exercicio objetivo avaliar efeito suplementacao no3 rendimento teste progressivo corredores fundo propomos ainda maneira original utilizacao frequencia_cardiaca fc conjuntamente subprodutos ponto inflexao frequencia_cardiaca pifc deflexao fc pdfc deteccao pontos transicao metabolica ptm trata pesquisa natureza experimental duplo cega crossover amostra 13 homens corredores fundo equipe corrida rua cidade varginha  minas gerais submetidos teste progressivo incremental tpi esteira ergometrica onde sujeitos executaram teste 2 momentos distintos momento nitrato mn momento placebo mp suplementacao no3 realizada 2 horas antes testes 70 ml suco beterraba concentrado rico no3 ~6 4mmol no3 400mg beet it james white drinks ltd ipswich uk placebo empobrecido no3 0 04 mmol no3 >0 8g l beet it james white drinks ltd ipswich uk realizadas afericao fc percepcao subjetiva esforco pse tempo velocidade final analise dados adotado teste shapiro_wilk verificar distribuicao amostra teste levene homogeneidade variancia analise variaveis utilizados teste_t_pareado alem comparacao medias determinados delta variacao resultados tamanho efeito amostra atraves teste cohen d nivel significancia adotado p < 0 05 resultados revelaram nitrato capaz aprimorar parametros estudados todavia observamos tendencia melhorias mn relacao mp variaveis tempo velocidade distancia respectivamente d=0 035 d=0 026 d=0 036 havendo diminuicao tempo cerca 2 3 21 04 + 4 17 x 19 54 + 3 96 minutos detectamos diferenca frequencia_cardiaca maxima fcmax pse volume maximo oxigenio vo2max mn relacao mp respectivamente p=0 573 p=1 108 p=0 102 ptm`s mostraram diferenca estatistica momentos mn mp pifc pdfc respectivamente p=0 216 p= 0 508 relacao consumo oxigenio pifc pdfc observamos mn mp ocorreram respectivamente 37 49 + 3 00ml kg min 1 vs 36 98 + 1 36ml kg min 1 p= 0 562 46 77 + 6 47ml kg min 1 vs 44 45 + 5 66ml kg min 1 p= 0 971 revelando diferenca 9 27 + 4 76ml kg min 1 vs 7 46 + 4 95ml kg min 1 p= 0 945 achados sobre pselimiar mostram diferenca estatistica parametros pselimiar p=0 678 fc pselimiar p=0 668 velocidade pselimiar p=0 222 vo2max pselimiar p=0 574 observamos diferencas estatisticas quanto velocidade imprimida corrida ptm`s mn mp respectivamente p= 0 562 p=0 971 todavia detectamos diferenca 2 76 + 1 42km h 1 vs 2 23 + 1 48km h 1 p= 0 820 pontos percentuais vmax vpico ptm`s demonstraram diferenca estatistica grupos mn mp pifc pdfc respectivamente vmax p= 0 524 p= 0 361 vpico p= 0 598 p=0 295 suma suplementacao nitrato interfere rendimento corredores amadores fundo durante tpi todavia obtivemos tendencia sutis melhorias mn todas variaveis estudadas termos praticos poderia colaborar aprimoramento rendimento destes atletas,3884
36,"cafeina, pla, exaustao, corredores, corrida, beterraba, vo2, nitrato, placebo, aerobia",suplementacao suco beterraba rico nitrato ssbn vem tornando recurso ergogenico promissor modalidades cuja caracteristica aerobia assim corrida rua muitos buscam melhora desempenho neste sentido seguinte pesquisa objetivou analisar utilizacao suplementacao aguda suco beterraba rico nitrato melhora rendimento aerobio corredores rua teste pista estudo contou 13 homens idade 25+ 4 7 anos idade engajados corrida rua cidade lavras mg minimo 18 meses pratica participantes submetidos crossover randomizado controlado placebo estudo seguido 2 etapas primeira consistiu recrutamento assinatura termo consentimento livre esclarecido alem instrucoes preenchimento recordatorio_alimentar 24h enquanto segunda etapa subdividida 3 visitas laboratorio gepren ufla sendo primeiro momento destinado caracterizacao realizando antropometria composicao_corporal junto recolhimento recordatorio_alimentar 24h segunda terceira visita contou 7 dias washout onde 2h apos ingestao suplementacao suco beterraba rico nitrato placebo participantes submetidos contra relogio 3 200m pista atletismo anotando tempo percepcao subjetiva esforco frequencia_cardiaca variaveis velocidade vo2pico limiar velocidade comportamento estrategia duas configuracoes analises cada 25 inicio 400m meio 2400m final 400m consumo macronutrientes analisadas durante periodo espera aferiu pressao_arterial cada 30 min utilizou estatistica_descritiva testes kolmogorov smirnov shapiro_wilk relatar normalidade amostra teste levene igualdade variancias spss R 21 0 valores obtidos contra relogio 3 200m tempo resultaram conclusao rapida apos ingestao ssbn sup 720 0 + 83 7 vs pla 722 6 + 81 5s configuracoes ritmo empregado observou incremento 1º 0 98 correspondente primeiros 25 trajeto 0 59 metade 0 42 25 finais 2º configuracao nota incremento 1 47 inicio 1 05 final trajeto assim velocidade pico sup 16 20 km hr1 + 1 89 pla 16 13 km hr1 + 1 86 vo2pico sup 61 1 ml kg min ¹ + 6 6 pla 60 9 ml kg min ¹ + 6 4 2º limiar velocidade sup 15 95+ 1 74 pla 15 95+ 1 69 percepcao subjetiva esforco frequencia_cardiaca final pressao_arterial reducoes diferentes momentos 60min 1 45 90 min 4 48 diastole antes teste sistole apos teste 1 86 demonstraram respostas importantes porem valores demonstraram niveis significancia p<0 05 analises individuais tempo conclusao 10 5s incremento 1 54 velocidade 1 38 vo2pico 1 46 2º limiar velocidade macronutrientes apresentaram seguinte configuracao proteina 1 60g kg + 0 91 lipideos 0 70 g kg + 0 64 carboidrato 3 97 g kg + 2 75 pode concluir ingestao suplementacao aguda suco beterraba rica nitrato contribui ponto magnitude teste contra relogio 3 200m demonstra diferencas estatisticas rendimento aerobico variaveis,3889
36,"cafeina, pla, exaustao, corredores, corrida, beterraba, vo2, nitrato, placebo, aerobia",efeito suplementacao cafeina sobre contribuicao sistemas energeticos exercicios acima potencia critica introducao varios estudos evidenciaram efeito consumo cafeina performance aerobia anaerobia utilizando protocolos simulam situacoes vivenciadas meio esportivo outro lado poucos estudos avaliaram efeito suplementacao cafeina contribuicao sistemas energeticos efeito ergogenico suplementacao cafeina exercicios alta intensidade pode estar associado influencia sobre sistema anaerobio especificamente porcao latica objetivo investigar efeito suplementacao cafeina sobre contribuicao cada sistema energetico tempo exaustao exercicios_fisicos realizados intensidades acima potencia critica metodos recrutados nove participantes saudaveis fisicamente ativos realizaram teste incremental cicloergometro determinacao primeiro limiar ventilatorio lv1 consumo maximo oxigenio vo2max partir carga referente lv1 calculadas carga aquecimento 90 lv1 cargas testes experimentais partir delta corresponde diferenca cargas vo2max lv1 cargas testes experimentais 80 80 + carga lv1 cargas referentes 100 120 vo2max testes experimentais realizados carga fixa predeterminada exaustao coletadas amostras sangue dosagem lactato medidas gases vo2 hora antes cada sessao experimental cada participante ingeriu capsula contendo 5 mg kg massa_corporal cafeina placebo celulose utilizado desenho duplo cego contrabalanceado controlado placebo calculo contribuicao sistemas energeticos realizado utilizando software gratuito gedae lab disponivel http www gedaelab org partir medidas vo2 lactato resultados cafeina promoveu aumento contribuicao anaerobia nenhuma intensidades utilizadas suplementacao cafeina incrementou contribuicao aerobia 80 tendencia aumento carga referente vo2max gasto_energetico total tempo exaustao 80 vo2max maiores apos suplementacao cafeina conclusao presente estudo efeito ergogenico cafeina proporcional aumento intensidade exercicio aumento tempo exaustao gasto_energetico total sustentados incremento contribuicao aerobia promovido cafe,1469
36,"cafeina, pla, exaustao, corredores, corrida, beterraba, vo2, nitrato, placebo, aerobia",introducao suplementacao bicarbonato sodio nahco3 pode ter efeito ergogenico durante atividades intensas intermitentes jiu jitsu brasileiro jjb entanto efeito ainda testado utilizando teste especifico esporte objetivo avaliar efeitos_suplementacao aguda nahco3 sobre desempenho lutadores competitivos jjb materiais metodos onze lutadores jjb executaram teste desempenho anaerobico jiu jitsu tajj consistia execucao maximo repeticoes movimento raspagem borboleta 5 x 1 min 45 seg intervalo sob 2 condicoes suplementacao 300 mg nahco3 kg peso_corporal placebo amido milho consumidos 90 minutos antes teste condicao controle nenhum suplemento fornecido participantes relataram classificacoes esforco percebido percepcao dor longo tajj monitoramento frequencia_cardiaca realizaram teste forca_preensao_manual pos tajj amostras sanguineas coletadas avaliacao lactato ph bicarbonato excesso base momentos linha base pre pos tajj sintomas gastrointestinais avaliados atraves questionario tolerancia gastrointestinal qtg estudo seguiu design duplo cego crossover randomizado todas condicoes analises variancia modelo misto aplicadas tempos tratamentos realizados resultados suplementacao nahco3 provocou aumento concentracoes sericas bicarbonato +6 0 + 1 13 mmol l p <0 0001 antes tajj promoveu melhora sobre desempenho tajj controle 13 4 + 1 97 reps serie placebo 13 4 + 1 87 reps serie bicarbonato 13 4 + 2 09 reps serie todos p =0 05 sobre forca_preensao_manual pre x pos tajj controle 47 25 + 9 03 kgf x 49 9 + 8 73 kgf placebo 46 05 + 8 84 kgf x 50 18 + 9 65 kgf bicarbonato 45 81 + 8 87 kgf x 50 54 + 9 11 kgf controle vs placebo p = 0 99 controle vs bicarbonato p = 0 99 placebo vs bicarbonato p = 0 99 sobre frequencia_cardiaca controle 164 + 8 28 bpm placebo 160 + 6 91 bpm bicarbonato 163 + 8 26 bpm controle vs placebo p = 0 10 controle vs bicarbonato p = 0 69 placebo vs bicarbonato 0 39 diferenca condicoes avaliacoes esforco percebido p = 0 44 dor p = 0 99 conclusao suplementacao nahco3 elevou concentracao serica ions bicarbonato hco3 melhorou desempenho anaerobio especifico atletas jiu jitsu brasileiro presente estudo,4452
37,"qualidade_dieta, pontuacao, iqd, trabalhadores, ias, indice_qualidade_dieta, adesao, pontuacoes, integrais, trabalhador",consumo dieta balanceada fornece quantidades adequadas energia nutrientes favorece desempenho adaptacoes induzidas atividade_fisica conhecimento nutricional fatores podem influenciar adocao praticas_alimentares saudaveis consequentemente favorecer rendimento esportivo objetivo estudo avaliar conhecimento nutricional total praticantes atividade_fisica avaliar conhecimento sujeitos utilizado questionario validado traduzido adaptado contendo 35 questoes divididas duas secoes primeira composta 11 questoes sobre conhecimento nutricional geral cng segunda contem 24 questoes sobre conhecimento nutricional esportivo cne sujeitos recrutados meio cartazes informativos colocados academias divulgacoes redes sociais ainda convite direto pesquisadores questionario respondido on line plataforma google forms partir resultados determinados escores pontuacao percentual acertos realizadas comparacoes considerando caracteristicas sociodemograficas tempo pratica modalidade esportiva acompanhamento_nutricional conhecimento academico sobre nutricao dados tabulados banco dados excel R 2007 analisados software ibm spss windows versao 20 0 todas analises nivel significancia adotado p < 0 05 participaram estudo 409 sujeitos sendo 57 7 sexo_feminino 31 5 + 9 3 anos 42 3 masculino 33 7 + 9 8 anos estatura massa_corporal indice_massa_corporal imc maiores genero masculino comparacao feminino escore medio cnt participantes 50 7 + 16 2 cng 62 7 + 16 2 ambos classificados medio significativamente maiores cne 45 2 + 18 6 classificado pobre sexo nivel educacional influenciaram cng diferenca cng cne cnt sujeitos praticavam corrida ciclismo crossfit lutas esportes coletivos comparados praticantes contrario praticantes musculacao apresentaram cng cne cnt maiores praticantes p=0 0001 musculacao modalidade praticada havendo diferenca cng cne total conhecimento academico sobre nutricao impactou conhecimento nutricional cng observada maior proporcao sujeitos nivel conhecimento excelente 21 5 menor proporcao nivel pobre 23 5 maioria sujeitos 56 7 apresentou conhecimento pobre nutricao esportiva apenas 6 4 apresentaram conhecimento excelente cne desenvolvidos dois perfis cluster cluster 1 n = 178 sujeitos maior conhecimento nutricional total 34 4 = bom excelente maior proporcao homens 48 9 faixa etaria predominante 18  24 anos 36 maior proporcao superior incompleto 54 3 predominado pessoas fizeram fazem acompanhamento_nutricional 57 3 predominam pessoas maior conhecimento academico nutricao 52 8 cluster 2 n = menor conhecimento nutricional 81 4 = pobre maior proporcao mulheres 61 4 faixa etaria predominante 35 anos 42 9 maior proporcao superior completo 59 7 predomina pessoas fazem fizeram acompanhamento_nutricional 52 8 predominam sujeitos conhecimento academico nutricao 83 1 pode concluir praticantes atividade_fisica pesquisados possuem conhecimento pobre medio sobre nutricao excecao estudantes nutricao nutricionistas pos graduados nutricao ressalta necessidade maiores informacoes sobre nutricao bem educacao_alimentar_nutricional ministradas nutricionista,3418
37,"qualidade_dieta, pontuacao, iqd, trabalhadores, ias, indice_qualidade_dieta, adesao, pontuacoes, integrais, trabalhador",gontijo cristiana araujo m sc universidade federal vicosa agosto 2012 influencia qualidade_dieta habitos vida adolescencia condicoes saude fase adulta orientadora silvia eloiza priore coorientadoras sylvia carmo castro franceschini juliana farias novaes barros sonia machado rocha ribeiro conhecimento modificacoes habitos_alimentares adolescencia fase adulta quais fatores adolescencia influenciam qualidade_dieta fase adulta poderao auxiliar direcionamento intervencoes necessarias promocao_saude prevencao doencas objetivo deste estudo avaliar influencia qualidade_dieta habitos vida adolescencia condicoes saude fase adulta trata estudo_coorte avaliou informacoes adolescencia fase adulta estudo final realizado individuos ambos_sexos atendidos programa atencao_saude adolescente proasa divisao saude dsa universidade federal vicosa ufv adolescencia encontrados fase adulta adolescencia coletou informacoes prontuarios referentes primeira consulta proasa idade peso estatura perimetro_cintura quadril relacao cintura estatura cintura quadril recordatorio_alimentar habitual questionario estilo_vida fase adulta aferiu medidas_antropometricas composicao_corporal pressao_arterial aplicados recordatorio_alimentar habitual questionario estilo_vida avaliar qualidade global dieta duas fases utilizou adaptacao healthy eating index 2005 iqd calculou delta iqd iqd = pontuacao total iqd fase adulta  pontuacao total iqd adolescencia relacao analises estatisticas realizou estatistica_descritiva media mediana teste normalidade kolmogorov smirnov testes_t pareado teste wilcoxon teste t student mann_whitney correlacao_pearson spearman regressao_linear_multipla adotou nivel significancia 5 amostra final composta 130 individuos sendo 70 8 sexo_feminino adolescencia media pontuacao total iqd 60 94+ 10 10 variando 37 80 85 60 fase adulta valor maior p<0 05 63 81+ 10 78 variando 38 04 92 57 componentes cereais integrais vegetais totais vegetais verdes escuro alaranjados leguminosas vegetais val apresentaram maiores pontuacoes fase adulta p<0 05 acordo delta iqd verificou 56 9 n=74 individuos melhoraram pontuacao adolescencia fase adulta individuos cujo iqd positivo apresentam modificacoes positivas componentes cereais integrais frutas totais frutas inteiras vegetais totais vegetais val carne ovos leguminosas gordura_saturada calorias provenientes gordura solida acucar adicao gord aa p<0 05 individuos iqd negativo apresentaram modificacoes negativas cereais totais frutas totais frutas inteiras vegetais val gordura_saturada gord aa p<0 05 modificacoes adolescencia fase adulta avaliadas sexos somente feminino permaneceu melhora iqd total p<0 001 individuos sexo_feminino apresentam fase adulta valores maiores componentes cereais integrais vegetais totais vegetais val gord aa p<0 05 masculino apresentaram fase adulta valores menores cereais totais gordura_saturada gord aa p<0 05 observou correlacao positiva pontuacao total iqd fase adulta pontuacao componentes frutas totais frutas inteiras adolescencia correlacao negativa relacao_cintura_quadril adolescencia distanciamento ultima consulta proasa reavaliacao fase adulta p<0 05 pontuacao total iqd fase adulta demonstrou associacao negativa sexo_masculino distanciamento ultima consulta proasa iniciativa propria consulta proasa consumo produtos diet adolescencia encontrou associacao negativa pontuacao componente vegetais totais adolescencia pressao_arterial sistolica fase adulta conhecimento modificacoes habitos_alimentares adolescencia fase adulta variaveis adolescencia interferem condicao nutricional fase adulta importantes realizacao medidas intervencao nutricionais direcionadas eficazes promovendo saude prevenindo doencas atuais futuras,406
